Tipo Registrante,Gruppo Sconto,Cod.,Denominazione,Indirizzo,Cap,Città,Prov.,Regione,Nazione,Partita Iva,Codice fiscale,Elenco dest.,Nome Azienda,Extra 2,Note,Num. listino,Sconti,Banca,Pagamento,Fatt. con Iva,Rif. Persona,Desc. Tel. 1,Tel. 1,Desc. Tel. 2,Tel. 2,Desc. Tel. 3,Tel. 3,Cell,Fax,e-mail,Home page,Login web,Conto reg.,Note doc.
Privato,C,PAZ05722,Mancini Valentina,"Via XX Settembre, 37",80131,Napoli,NA,Campania,Italia,,MNCVNT64P56F839,,,,,,,Banca Mediolanum,RID bancario,Sì,Valentina Mancini,Casa,0334769587,,,,,3279286665,,valentina.mancini24@gmail.com,,,,
Professionista,B,EXT11671,Esposito Serena,"Via Marconi, 128",80123,Napoli,NA,Campania,Italia,,SPSSRN89E43F839,,,,,,,BPER Banca,Bonifico bancario 30gg,No,Serena Esposito,Casa,0417796464,,,,,3874601209,,serena.esposito12@gmail.com,,,,
Privato,B,EXT12712,Serra Serena,"Viale Europa, 60",00136,Roma,RM,Lazio,Italia,,SRRSRN59H47H501,,,,,,,BPER Banca,Assegno bancario,Sì,Serena Serra,Casa,0304389702,,,,,3949897374,,serena.serra66@gmail.com,,,,
Privato,A,PAZ02369,Leone Francesca,"Corso Vittorio Emanuele, 103",10121,Torino,TO,Piemonte,Italia,,LNEFNC02D50L219,,,,,,,Banco BPM,Contanti,No,Francesca Leone,Casa,0511282164,,,,,3111766139,,francesca.leone72@libero.it,,,,
Privato,B,PAZ04967,Ricci Beatrice,"Via Nazionale, 89",20124,Milano,MI,Lombardia,Italia,,RCCBRC66R68F205,,,,,,,Banco BPM,RID bancario,Sì,Beatrice Ricci,Casa,0364701723,,,,,3316993548,,beatrice.ricci34@libero.it,,,,
Privato,B,PAZ02217,Costa Stefano,"Via della Repubblica, 41",10123,Torino,TO,Piemonte,Italia,,CSTSFN98E06L219,,,,,,,BPER Banca,Assegno bancario,No,Stefano Costa,Casa,0616242538,,,,,3450128679,,stefano.costa85@libero.it,,,,
Azienda,A,PAZ08148,Giordano Roberta,"Corso Italia, 193",80122,Napoli,NA,Campania,Italia,,GRDRRT37H53F839,,,,,,,Banco BPM,PayPal,Sì,Roberta Giordano,Casa,0981779736,,,,,3289995813,,roberta.giordano98@gmail.com,,,,
Professionista,A,EXT10410,Conti Francesco,"Via Tasso, 162",10124,Torino,TO,Piemonte,Italia,,CNTFNC88P11L219,,,,,,,BPER Banca,Contanti,No,Francesco Conti,Casa,0907920756,,,,,3543254518,,francesco.conti91@libero.it,,,,
Azienda,,PAZ03326,Santoro Riccardo,"Via Marconi, 121",20121,Milano,MI,Lombardia,Italia,,SNTRCR79H10F205,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,No,Riccardo Santoro,Casa,0219785124,,,,,3756511306,,riccardo.santoro36@gmail.com,,,,
Privato,,EXT11115,Napolitano Bruno,"Piazza del Comune, 55",20125,Milano,MI,Lombardia,Italia,,NPLBRN90E21F205,,,,,,,BPER Banca,RID bancario,Sì,Bruno Napolitano,Casa,0454681365,,,,,3022007077,,bruno.napolitano93@gmail.com,,,,
Professionista,A,PAZ03583,Martini Giorgio,"Corso Umberto I, 182",80121,Napoli,NA,Campania,Italia,,MRTGRG88A18F839,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,No,Giorgio Martini,Casa,0105334139,,,,,3572721496,,giorgio.martini33@gmail.com,,,,
Privato,A,EXT14667,Orlando Gianluca,"Via Milano, 30",84122,Salerno,SA,Campania,Italia,,RLNGLC40D25H703,,,,,,,Poste Italiane - BancoPosta,Contanti,No,Gianluca Orlando,Casa,0454106209,,,,,3888532465,,gianluca.orlando13@gmail.com,,,,
Privato,,EXT14738,Martinelli Cinzia,"Via Garibaldi, 148",84124,Salerno,SA,Campania,Italia,,MRTCNZ06A57H703,,,,,,,Banco BPM,Carta di credito,Sì,Cinzia Martinelli,Casa,0531664252,,,,,3060939417,,cinzia.martinelli49@gmail.com,,,,
Privato,B,PAZ03619,Ricci Cinzia,"Corso Vittorio Emanuele, 80",20122,Milano,MI,Lombardia,Italia,,RCCCNZ96H43F205,,,,,,,Banca MPS,Contanti,No,Cinzia Ricci,Casa,0852861264,,,,,3738417537,,cinzia.ricci20@libero.it,,,,
Privato,C,PAZ06217,Grassi Filippo,"Corso Vittorio Emanuele, 33",80132,Napoli,NA,Campania,Italia,,GRSFPP79C12F839,,,,,,,Banca MPS,Assegno bancario,Sì,Filippo Grassi,Casa,0733370580,,,,,3825671050,,filippo.grassi68@libero.it,,,,
Privato,A,PAZ02468,Monti Martina,"Via IV Novembre, 129",00141,Roma,RM,Lazio,Italia,,MNTMTN55B61H501,,,,,,,Banca Mediolanum,Carta di credito,Sì,Martina Monti,Casa,0866950477,,,,,3786130118,,martina.monti72@gmail.com,,,,
Privato,C,PAZ08277,Gallo Elena,"Piazza del Comune, 143",84125,Salerno,SA,Campania,Italia,,GLLLNE71D68H703,,,,,,,Banca Intesa Sanpaolo,Contanti,Sì,Elena Gallo,Casa,0458033398,,,,,3830028059,,elena.gallo5@libero.it,,,,
Professionista,B,EXT12689,Palumbo Enrico,"Via Leopardi, 185",80131,Napoli,NA,Campania,Italia,,PLMNRC87L10F839,,,,,,,Banco BPM,Carta di credito,Sì,Enrico Palumbo,Casa,0716227748,,,,,3682271227,,enrico.palumbo16@libero.it,,,,
Privato,B,PAZ05973,Sorrentino Angela,"Via Dante, 104",80131,Napoli,NA,Campania,Italia,,SRRNGL78R64F839,,,,,,,Banca MPS,RID bancario,Sì,Angela Sorrentino,Casa,0277350643,,,,,3278800664,,angela.sorrentino62@gmail.com,,,,
Privato,,PAZ03667,Longo Lorenza,"Via Nazionale, 27",00121,Roma,RM,Lazio,Italia,,LNGLNZ42D68H501,,,,,,,Banco BPM,Assegno bancario,No,Lorenza Longo,Casa,0862380012,,,,,3292400682,,lorenza.longo41@gmail.com,,,,
Privato,B,PAZ05158,Barone Emilio,"Via Matteotti, 78",10122,Torino,TO,Piemonte,Italia,,BRNMLE50T25L219,,,,,,,Banca Intesa Sanpaolo,Contanti,Sì,Emilio Barone,Casa,0652123644,,,,,3549996431,,emilio.barone95@gmail.com,,,,
Privato,,PAZ07594,Mancini Valentina,"Via Mazzini, 89",84125,Salerno,SA,Campania,Italia,,MNCVNT97P61H703,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,Sì,Valentina Mancini,Casa,0327193662,,,,,3737586506,,valentina.mancini42@gmail.com,,,,
Privato,C,PAZ06976,Sartori Riccardo,"Corso Italia, 167",20125,Milano,MI,Lombardia,Italia,,SRTRCR94B20F205,,,,,,,Banca Intesa Sanpaolo,RID bancario,Sì,Riccardo Sartori,Casa,0141073597,,,,,3015520053,,riccardo.sartori96@libero.it,,,,
Privato,B,EXT10211,Martini Federico,"Via Napoli, 9",84122,Salerno,SA,Campania,Italia,,MRTFRC84E26H703,,,,,,,BPER Banca,Contanti,No,Federico Martini,Casa,0706921263,,,,,3984316774,,federico.martini55@gmail.com,,,,
Azienda,,PAZ03423,Giordano Alessandro,"Via Napoli, 83",20123,Milano,MI,Lombardia,Italia,,GRDLSN96B22F205,,,,,,,Banca MPS,Assegno bancario,No,Alessandro Giordano,Casa,0187834311,,,,,3488230789,,alessandro.giordano91@libero.it,,,,
Privato,C,PAZ08199,Villa Emilio,"Via Nazionale, 146",00121,Roma,RM,Lazio,Italia,,VLLMLE95H05H501,,,,,,,Banco BPM,Assegno bancario,No,Emilio Villa,Casa,0238586846,,,,,3962932756,,emilio.villa91@gmail.com,,,,
Professionista,C,PAZ02409,Lombardi Sara,"Via Napoli, 130",80123,Napoli,NA,Campania,Italia,,LMBSRA85M48F839,,,,,,,BPER Banca,Assegno bancario,Sì,Sara Lombardi,Casa,0737500179,,,,,3323552162,,sara.lombardi47@gmail.com,,,,
Azienda,A,PAZ03212,Pagano Marco,"Via Milano, 48",84125,Salerno,SA,Campania,Italia,,PGNMRC43R23H703,,,,,,,Poste Italiane - BancoPosta,Carta di credito,Sì,Marco Pagano,Casa,0224400767,,,,,3814799793,,marco.pagano56@gmail.com,,,,
Professionista,B,EXT14371,Vitale Enrico,"Viale Europa, 94",00121,Roma,RM,Lazio,Italia,,VTLNRC74R01H501,,,,,,,Banca Intesa Sanpaolo,Contanti,No,Enrico Vitale,Casa,0965739086,,,,,3245828400,,enrico.vitale75@libero.it,,,,
Privato,A,PAZ05366,Romano Davide,"Via Napoli, 27",00100,Roma,RM,Lazio,Italia,,RMNDVD08P21H501,,,,,,,UniCredit,Assegno bancario,Sì,Davide Romano,Casa,0372983820,,,,,3322352255,,davide.romano79@libero.it,,,,
Privato,,EXT11141,Moretti Mario,"Via Matteotti, 84",20122,Milano,MI,Lombardia,Italia,,MRTMRA00S10F205,,,,,,,Banco BPM,Contanti,Sì,Mario Moretti,Casa,0787254144,,,,,3821782351,,mario.moretti15@libero.it,,,,
Privato,,PAZ06593,Pellegrini Nicola,"Piazza del Comune, 63",20125,Milano,MI,Lombardia,Italia,,PLLNCL78L04F205,,,,,,,BPER Banca,PayPal,Sì,Nicola Pellegrini,Casa,0322677645,,,,,3336897180,,nicola.pellegrini72@libero.it,,,,
Privato,C,PAZ02895,Russo Claudia,"Via Leopardi, 2",00141,Roma,RM,Lazio,Italia,,RSSCLD05S56H501,,,,,,,Banco BPM,Contanti,No,Claudia Russo,Casa,0833779305,,,,,3393193565,,claudia.russo18@libero.it,,,,
Professionista,C,EXT13126,Barbieri Angelo,"Via Roma, 128",10121,Torino,TO,Piemonte,Italia,,BRBNGL65P01L219,,,,,,,BPER Banca,Carta di credito,No,Angelo Barbieri,Casa,0765026358,,,,,3024080341,,angelo.barbieri72@gmail.com,,,,
Privato,A,EXT13825,Lombardi Anna,"Via Nazionale, 153",20121,Milano,MI,Lombardia,Italia,,LMBNNA68A45F205,,,,,,,UniCredit,Contanti,No,Anna Lombardi,Casa,0636568365,,,,,3159621954,,anna.lombardi28@gmail.com,,,,
Privato,B,PAZ03642,Conti Francesco,"Via Roma, 17",80123,Napoli,NA,Campania,Italia,,CNTFNC85E27F839,,,,,,,Banca MPS,Carta di credito,Sì,Francesco Conti,Casa,0468968464,,,,,3549732605,,francesco.conti66@libero.it,,,,
Privato,,EXT11102,Santoro Vincenzo,"Corso Umberto I, 148",00118,Roma,RM,Lazio,Italia,,SNTVCN93B06H501,,,,,,,Banco BPM,Contanti,No,Vincenzo Santoro,Casa,0254725519,,,,,3682503678,,vincenzo.santoro59@gmail.com,,,,
Azienda,B,EXT11031,Martinelli Silvia,"Corso Italia, 22",00136,Roma,RM,Lazio,Italia,,MRTSLV82C56H501,,,,,,,Poste Italiane - BancoPosta,Contanti,No,Silvia Martinelli,Casa,0918823984,,,,,3687078365,,silvia.martinelli75@gmail.com,,,,
Privato,,EXT12576,Silvestri Vincenzo,"Via Leopardi, 99",80121,Napoli,NA,Campania,Italia,,SLVVCN62H16F839,,,,,,,UniCredit,Carta di credito,No,Vincenzo Silvestri,Casa,0543244498,,,,,3726828289,,vincenzo.silvestri65@libero.it,,,,
Privato,,PAZ09475,De Angelis Roberta,"Via IV Novembre, 79",00118,Roma,RM,Lazio,Italia,,DNGRRT99R50H501,,,,,,,Banca Mediolanum,Carta di credito,No,Roberta De Angelis,Casa,0903247900,,,,,3142774369,,roberta.deangelis10@gmail.com,,,,
Azienda,A,EXT10193,Marino Paola,"Piazza del Comune, 35",00121,Roma,RM,Lazio,Italia,,MRNPLA47C54H501,,,,,,,Poste Italiane - BancoPosta,PayPal,Sì,Paola Marino,Casa,0632969941,,,,,3750569440,,paola.marino55@libero.it,,,,
Privato,,EXT12919,Esposito Davide,"Corso Italia, 59",00118,Roma,RM,Lazio,Italia,,SPSDVD58M04H501,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Davide Esposito,Casa,0977463294,,,,,3253576091,,davide.esposito11@libero.it,,,,
Privato,C,PAZ09061,Mancini Maria,"Via Nazionale, 173",80131,Napoli,NA,Campania,Italia,,MNCMRA70R43F839,,,,,,,BPER Banca,RID bancario,Sì,Maria Mancini,Casa,0526150206,,,,,3038148167,,maria.mancini62@gmail.com,,,,
Privato,A,EXT14534,Martini Sara,"Via Roma, 165",10121,Torino,TO,Piemonte,Italia,,MRTSRA63H63L219,,,,,,,Banca MPS,Bonifico bancario 30gg,Sì,Sara Martini,Casa,0317974984,,,,,3995314976,,sara.martini61@gmail.com,,,,
Azienda,,EXT13453,Costa Michela,"Via Marconi, 186",10125,Torino,TO,Piemonte,Italia,,CSTMHL79A54L219,,,,,,,UniCredit,Bonifico bancario 30gg,No,Michela Costa,Casa,0765806982,,,,,3755424408,,michela.costa75@libero.it,,,,
Azienda,B,PAZ08548,Sorrentino Federica,"Viale Europa, 97",80123,Napoli,NA,Campania,Italia,,SRRFRC04L44F839,,,,,,,BPER Banca,Contanti,Sì,Federica Sorrentino,Casa,0129925633,,,,,3183569257,,federica.sorrentino36@libero.it,,,,
Privato,B,EXT14865,Vitale Marco,"Via Dante, 155",10122,Torino,TO,Piemonte,Italia,,VTLMRC44L09L219,,,,,,,Banca MPS,RID bancario,Sì,Marco Vitale,Casa,0112719642,,,,,3466428793,,marco.vitale60@libero.it,,,,
Privato,C,PAZ05451,Fontana Giulia,"Via Leopardi, 113",80132,Napoli,NA,Campania,Italia,,FNTGLI96B45F839,,,,,,,BPER Banca,Bonifico bancario 30gg,Sì,Giulia Fontana,Casa,0848390629,,,,,3144221098,,giulia.fontana36@gmail.com,,,,
Privato,A,PAZ07160,Caruso Alessandra,"Via Napoli, 144",00141,Roma,RM,Lazio,Italia,,CRSLSN63T65H501,,,,,,,Banca Mediolanum,Assegno bancario,Sì,Alessandra Caruso,Casa,0976430651,,,,,3894794863,,alessandra.caruso98@libero.it,,,,
Privato,,PAZ07866,Piras Lorenzo,"Via Dante, 61",00141,Roma,RM,Lazio,Italia,,PRSLNZ80B28H501,,,,,,,Banca Intesa Sanpaolo,PayPal,No,Lorenzo Piras,Casa,0586709691,,,,,3237558844,,lorenzo.piras26@libero.it,,,,
Privato,A,PAZ02743,Ricci Gianluca,"Via della Repubblica, 69",80123,Napoli,NA,Campania,Italia,,RCCGLC46R06F839,,,,,,,Banca MPS,PayPal,Sì,Gianluca Ricci,Casa,0295815037,,,,,3883906379,,gianluca.ricci97@libero.it,,,,
Privato,A,EXT14894,Ferretti Ilaria,"Piazza del Comune, 128",80122,Napoli,NA,Campania,Italia,,FRRLRI88M64F839,,,,,,,Banca MPS,RID bancario,Sì,Ilaria Ferretti,Casa,0202902079,,,,,3571109381,,ilaria.ferretti65@gmail.com,,,,
Privato,A,EXT10082,Colombo Cinzia,"Via XX Settembre, 75",10124,Torino,TO,Piemonte,Italia,,CLMCNZ07B57L219,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,No,Cinzia Colombo,Casa,0457512372,,,,,3832035282,,cinzia.colombo60@gmail.com,,,,
Professionista,,PAZ09797,Marchetti Martina,"Corso Vittorio Emanuele, 77",00141,Roma,RM,Lazio,Italia,,MRCMTN61B68H501,,,,,,,Banca Mediolanum,RID bancario,Sì,Martina Marchetti,Casa,0343384892,,,,,3951261520,,martina.marchetti56@gmail.com,,,,
Privato,B,PAZ04958,Leone Stefano,"Via XX Settembre, 52",00118,Roma,RM,Lazio,Italia,,LNESFN02D07H501,,,,,,,BPER Banca,Assegno bancario,Sì,Stefano Leone,Casa,0275422654,,,,,3117560137,,stefano.leone50@libero.it,,,,
Professionista,,EXT13130,Napolitano Simone,"Via Tasso, 189",84124,Salerno,SA,Campania,Italia,,NPLSMN02E06H703,,,,,,,Banca MPS,Contanti,Sì,Simone Napolitano,Casa,0839007040,,,,,3215279006,,simone.napolitano19@gmail.com,,,,
Privato,B,EXT10572,Fabbri Simone,"Via Mazzini, 25",80122,Napoli,NA,Campania,Italia,,FBBSMN46S03F839,,,,,,,Banco BPM,Contanti,No,Simone Fabbri,Casa,0398714883,,,,,3721613200,,simone.fabbri19@gmail.com,,,,
Privato,,PAZ06474,Piras Federico,"Via XX Settembre, 1",80131,Napoli,NA,Campania,Italia,,PRSFRC68D23F839,,,,,,,Poste Italiane - BancoPosta,Carta di credito,No,Federico Piras,Casa,0748411989,,,,,3898081468,,federico.piras90@libero.it,,,,
Professionista,C,PAZ07888,Martini Carlo,"Via Matteotti, 136",00136,Roma,RM,Lazio,Italia,,MRTCRL52L13H501,,,,,,,Banca MPS,Contanti,No,Carlo Martini,Casa,0793399349,,,,,3298577409,,carlo.martini87@libero.it,,,,
Professionista,A,PAZ08811,Fontana Cristina,"Via XX Settembre, 16",80123,Napoli,NA,Campania,Italia,,FNTCST64E47F839,,,,,,,Banca Intesa Sanpaolo,PayPal,Sì,Cristina Fontana,Casa,0161536977,,,,,3442499401,,cristina.fontana2@libero.it,,,,
Azienda,A,PAZ00492,Marino Giuseppe,"Via Cavour, 134",10125,Torino,TO,Piemonte,Italia,,MRNGPP87L02L219,,,,,,,Poste Italiane - BancoPosta,Carta di credito,Sì,Giuseppe Marino,Casa,0205886114,,,,,3986419379,,giuseppe.marino56@libero.it,,,,
Privato,B,PAZ01116,Ferretti Nicola,"Via IV Novembre, 126",80121,Napoli,NA,Campania,Italia,,FRRNCL00S12F839,,,,,,,Banco BPM,PayPal,Sì,Nicola Ferretti,Casa,0568858280,,,,,3321424256,,nicola.ferretti30@libero.it,,,,
Azienda,,PAZ05637,Silvestri Enrico,"Via Matteotti, 73",20121,Milano,MI,Lombardia,Italia,,SLVNRC72B05F205,,,,,,,Poste Italiane - BancoPosta,RID bancario,Sì,Enrico Silvestri,Casa,0349887055,,,,,3996521118,,enrico.silvestri65@libero.it,,,,
Azienda,,EXT13175,Ruggiero Lorenzo,"Via Garibaldi, 78",80122,Napoli,NA,Campania,Italia,,RGGLNZ80M17F839,,,,,,,BPER Banca,Contanti,No,Lorenzo Ruggiero,Casa,0885082345,,,,,3959629393,,lorenzo.ruggiero64@libero.it,,,,
Privato,B,EXT14808,Ferrari Beatrice,"Via Leopardi, 91",00136,Roma,RM,Lazio,Italia,,FRRBRC62H64H501,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Beatrice Ferrari,Casa,0857606296,,,,,3023925351,,beatrice.ferrari9@libero.it,,,,
Privato,A,EXT11092,Molinari Alessandro,"Corso Vittorio Emanuele, 147",20125,Milano,MI,Lombardia,Italia,,MLNLSN46S04F205,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Alessandro Molinari,Casa,0571895611,,,,,3922657443,,alessandro.molinari71@gmail.com,,,,
Professionista,C,EXT13577,Marino Paola,"Piazza del Comune, 54",20125,Milano,MI,Lombardia,Italia,,MRNPLA91E41F205,,,,,,,Banco BPM,RID bancario,No,Paola Marino,Casa,0829345323,,,,,3259560982,,paola.marino87@libero.it,,,,
Privato,C,EXT12914,Messina Elisa,"Corso Vittorio Emanuele, 16",10122,Torino,TO,Piemonte,Italia,,MSSLSE69S55L219,,,,,,,Banca Mediolanum,Bonifico bancario 30gg,Sì,Elisa Messina,Casa,0747314457,,,,,3488699377,,elisa.messina2@libero.it,,,,
Privato,B,PAZ06589,Caruso Riccardo,"Via della Repubblica, 186",84125,Salerno,SA,Campania,Italia,,CRSRCR87E02H703,,,,,,,Banca Mediolanum,Carta di credito,Sì,Riccardo Caruso,Casa,0996336140,,,,,3182929596,,riccardo.caruso64@gmail.com,,,,
Privato,B,EXT13614,Moretti Federica,"Piazza del Comune, 3",84121,Salerno,SA,Campania,Italia,,MRTFRC60L58H703,,,,,,,Poste Italiane - BancoPosta,Contanti,Sì,Federica Moretti,Casa,0385239627,,,,,3775409050,,federica.moretti66@gmail.com,,,,
Professionista,C,PAZ07557,Ricci Angela,"Corso Vittorio Emanuele, 181",00136,Roma,RM,Lazio,Italia,,RCCNGL40E62H501,,,,,,,Banca Intesa Sanpaolo,RID bancario,No,Angela Ricci,Casa,0561314976,,,,,3741078323,,angela.ricci87@libero.it,,,,
Privato,B,EXT11987,Conti Bruno,"Via della Libertà, 55",20121,Milano,MI,Lombardia,Italia,,CNTBRN73C02F205,,,,,,,BPER Banca,Bonifico bancario 30gg,Sì,Bruno Conti,Casa,0984307182,,,,,3737793495,,bruno.conti14@gmail.com,,,,
Privato,C,PAZ05241,Ferrari Maria,"Via della Libertà, 83",80123,Napoli,NA,Campania,Italia,,FRRMRA96C61F839,,,,,,,Banca MPS,RID bancario,Sì,Maria Ferrari,Casa,0107732629,,,,,3195157619,,maria.ferrari41@libero.it,,,,
Privato,B,EXT13872,Esposito Alessandra,"Via della Libertà, 68",00121,Roma,RM,Lazio,Italia,,SPSLSN80M45H501,,,,,,,Banca Mediolanum,PayPal,No,Alessandra Esposito,Casa,0909250465,,,,,3410541033,,alessandra.esposito8@libero.it,,,,
Privato,C,PAZ02783,Moretti Maria,"Via Leopardi, 181",84121,Salerno,SA,Campania,Italia,,MRTMRA66D50H703,,,,,,,Banco BPM,Contanti,Sì,Maria Moretti,Casa,0368651001,,,,,3461298844,,maria.moretti12@libero.it,,,,
Privato,,EXT11017,Barbieri Francesco,"Via Matteotti, 119",10122,Torino,TO,Piemonte,Italia,,BRBFNC37M07L219,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Francesco Barbieri,Casa,0377175611,,,,,3224975496,,francesco.barbieri13@libero.it,,,,
Azienda,C,PAZ01696,Palumbo Mario,"Via Roma, 195",20125,Milano,MI,Lombardia,Italia,,PLMMRA36L03F205,,,,,,,BPER Banca,Assegno bancario,No,Mario Palumbo,Casa,0213416733,,,,,3464112903,,mario.palumbo62@libero.it,,,,
Privato,,PAZ05685,Ferrari Elisa,"Via Dante, 117",00118,Roma,RM,Lazio,Italia,,FRRLSE85B59H501,,,,,,,BPER Banca,Bonifico bancario 30gg,No,Elisa Ferrari,Casa,0485889642,,,,,3137787152,,elisa.ferrari49@libero.it,,,,
Professionista,A,PAZ02295,Barone Giulia,"Piazza del Comune, 123",10125,Torino,TO,Piemonte,Italia,,BRNGLI08E64L219,,,,,,,Banco BPM,Assegno bancario,No,Giulia Barone,Casa,0166307753,,,,,3517802449,,giulia.barone97@libero.it,,,,
Azienda,C,PAZ05939,Marchetti Chiara,"Via Garibaldi, 142",00121,Roma,RM,Lazio,Italia,,MRCCHR43M46H501,,,,,,,Banca MPS,RID bancario,Sì,Chiara Marchetti,Casa,0764674388,,,,,3324396310,,chiara.marchetti22@gmail.com,,,,
Professionista,B,PAZ07763,Gallo Federico,"Via Marconi, 81",20124,Milano,MI,Lombardia,Italia,,GLLFRC46L11F205,,,,,,,BPER Banca,PayPal,No,Federico Gallo,Casa,0199623444,,,,,3439591418,,federico.gallo87@gmail.com,,,,
Privato,C,EXT10244,Sorrentino Bruno,"Via XX Settembre, 142",10122,Torino,TO,Piemonte,Italia,,SRRBRN75E24L219,,,,,,,Banca Mediolanum,Contanti,No,Bruno Sorrentino,Casa,0942345386,,,,,3631992687,,bruno.sorrentino18@libero.it,,,,
Azienda,C,PAZ09968,Barone Concetta,"Via Verdi, 44",10121,Torino,TO,Piemonte,Italia,,BRNCCT92M65L219,,,,,,,Banco BPM,Assegno bancario,No,Concetta Barone,Casa,0812498062,,,,,3238218118,,concetta.barone21@libero.it,,,,
Azienda,B,PAZ03313,Vitale Massimo,"Piazza del Comune, 152",00121,Roma,RM,Lazio,Italia,,VTLMSM98P17H501,,,,,,,Banca MPS,Carta di credito,No,Massimo Vitale,Casa,0485992107,,,,,3726544474,,massimo.vitale43@libero.it,,,,
Privato,B,PAZ04781,Coppola Luca,"Via Garibaldi, 1",20123,Milano,MI,Lombardia,Italia,,CPPLCU90M13F205,,,,,,,Banca Intesa Sanpaolo,RID bancario,Sì,Luca Coppola,Casa,0573130339,,,,,3865720162,,luca.coppola99@libero.it,,,,
Professionista,B,PAZ08350,Lombardi Paola,"Via XX Settembre, 197",20124,Milano,MI,Lombardia,Italia,,LMBPLA97D64F205,,,,,,,Banca Intesa Sanpaolo,PayPal,Sì,Paola Lombardi,Casa,0105552795,,,,,3228462234,,paola.lombardi48@gmail.com,,,,
Privato,C,EXT11153,Messina Patrizia,"Via della Repubblica, 183",80123,Napoli,NA,Campania,Italia,,MSSPRZ98E58F839,,,,,,,Poste Italiane - BancoPosta,Bonifico bancario 30gg,Sì,Patrizia Messina,Casa,0535504527,,,,,3385966877,,patrizia.messina98@gmail.com,,,,
Privato,A,PAZ09784,Molinari Stefano,"Via Roma, 157",10123,Torino,TO,Piemonte,Italia,,MLNSFN81P28L219,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Stefano Molinari,Casa,0703802551,,,,,3436997345,,stefano.molinari45@libero.it,,,,
Privato,C,PAZ09915,Palumbo Francesco,"Via Napoli, 30",00141,Roma,RM,Lazio,Italia,,PLMFNC00A11H501,,,,,,,BPER Banca,Carta di credito,Sì,Francesco Palumbo,Casa,0804314274,,,,,3897402454,,francesco.palumbo89@libero.it,,,,
Privato,B,PAZ07605,Vitale Antonio,"Via Marconi, 13",00141,Roma,RM,Lazio,Italia,,VTLNTN42R14H501,,,,,,,Banca Mediolanum,RID bancario,Sì,Antonio Vitale,Casa,0376711548,,,,,3145492589,,antonio.vitale84@libero.it,,,,
Privato,B,PAZ00215,Martini Daniele,"Piazza del Comune, 192",84125,Salerno,SA,Campania,Italia,,MRTDNL05T19H703,,,,,,,UniCredit,Carta di credito,Sì,Daniele Martini,Casa,0475355274,,,,,3925594288,,daniele.martini30@gmail.com,,,,
Azienda,B,PAZ06707,Moretti Simone,"Via Marconi, 37",00118,Roma,RM,Lazio,Italia,,MRTSMN40R18H501,,,,,,,Banca Mediolanum,Carta di credito,Sì,Simone Moretti,Casa,0568198783,,,,,3827639773,,simone.moretti83@gmail.com,,,,
Professionista,C,EXT12343,Lombardi Luca,"Via Cavour, 57",20125,Milano,MI,Lombardia,Italia,,LMBLCU44P14F205,,,,,,,Banco BPM,Contanti,No,Luca Lombardi,Casa,0939593386,,,,,3097255035,,luca.lombardi9@gmail.com,,,,
Privato,B,PAZ08682,Fontana Claudio,"Via della Libertà, 164",00136,Roma,RM,Lazio,Italia,,FNTCLD78C04H501,,,,,,,Banco BPM,Bonifico bancario 30gg,No,Claudio Fontana,Casa,0387698648,,,,,3013298536,,claudio.fontana82@libero.it,,,,
Privato,A,EXT13708,Grassi Francesco,"Via Mazzini, 35",20121,Milano,MI,Lombardia,Italia,,GRSFNC99H13F205,,,,,,,Poste Italiane - BancoPosta,PayPal,No,Francesco Grassi,Casa,0883842667,,,,,3153775003,,francesco.grassi11@gmail.com,,,,
Privato,,PAZ03483,Messina Serena,"Via della Repubblica, 186",80123,Napoli,NA,Campania,Italia,,MSSSRN94S42F839,,,,,,,Banco BPM,Assegno bancario,No,Serena Messina,Casa,0388647748,,,,,3959313229,,serena.messina7@gmail.com,,,,
Professionista,A,PAZ07006,Sorrentino Cristina,"Corso Italia, 146",80132,Napoli,NA,Campania,Italia,,SRRCST70A48F839,,,,,,,UniCredit,PayPal,No,Cristina Sorrentino,Casa,0163156449,,,,,3278290721,,cristina.sorrentino33@libero.it,,,,
Privato,,PAZ05102,Sartori Gianluca,"Via IV Novembre, 50",20122,Milano,MI,Lombardia,Italia,,SRTGLC03R05F205,,,,,,,Banca Mediolanum,Carta di credito,Sì,Gianluca Sartori,Casa,0976838448,,,,,3474861146,,gianluca.sartori72@gmail.com,,,,
Privato,,PAZ06599,Molinari Claudio,"Via Verdi, 61",80131,Napoli,NA,Campania,Italia,,MLNCLD95T11F839,,,,,,,Banca Intesa Sanpaolo,Assegno bancario,Sì,Claudio Molinari,Casa,0991133417,,,,,3453326366,,claudio.molinari48@libero.it,,,,
